$keys right_InnerSquint left_InnerSquint right_OuterSquint left_OuterSquint right_BrowInV left_BrowInV right_BrowOutV left_BrowOutV right_Frown left_Frown right_NoseV left_NoseV right_NostrilFlare left_NostrilFlare right_CheekV left_CheekV right_CheekH left_CheekH right_LipsV left_LipsV right_LipLoV left_LipLoV right_LipUpV left_LipUpV right_Platysmus left_Platysmus right_LipCnrTwst left_LipCnrTwst right_Dimple left_Dimple right_FoldLipLo left_FoldLipLo right_FoldLipUp left_FoldLipUp right_PuckerLipLo left_PuckerLipLo right_PuckerLipUp left_PuckerLipUp right_LipStick left_LipStick right_PuffLipLo left_PuffLipLo right_PuffLipUp left_PuffLipUp JawV JawD JawH right_ScalpD left_ScalpD right_Smile left_Smile multi_Smile TongueV TongueD TongueH TongueCurl TongueFunnel TongueWidth right_CloseLid left_CloseLid multi_CloseLid blink 
$hasweighting
$normalized
"SH" 	"0x283"	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.72500	1.000	0.72500	1.000	0.50000	1.000	0.50000	1.000	0.56750	1.000	0.56750	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.89950	1.000	0.89950	1.000	0.81950	1.000	0.81950	1.000	0.63700	1.000	0.63700	1.000	0.25950	1.000	0.25950	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.49100	1.000	0.72500	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.00000	0.000	0.00000	0.000	0.000	0.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.000	0.000	0.000	0.000	"SHe : voiceless postalveolar fricative"
"EEE" 	"_" 	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.77150	1.000	0.77150	1.000	0.77100	1.000	0.77100	1.000	0.25800	1.000	0.25800	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.55100	1.000	0.46250	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.47750	1.000	0.47750	1.000	0.50000	1.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.000	0.000	0.000	0.000	"EEE"
"WQU" 	"_" 	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.53200	1.000	0.53200	1.000	0.54500	1.000	0.54500	1.000	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	1.00000	1.000	1.00000	1.000	1.00000	1.000	1.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.75850	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.00000	0.000	0.00000	0.000	0.000	0.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.000	0.000	0.000	0.000	"WQU"
"FFF" 	"_" 	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.84050	1.000	0.84050	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.53250	1.000	0.53250	1.000	0.07500	1.000	0.07500	1.000	0.16500	1.000	0.16500	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.59050	1.000	0.47000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.09000	1.000	0.09000	1.000	0.50000	1.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.000	0.000	0.000	0.000	"FFF"
"ER" 	"0x25a"	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.53500	1.000	0.53500	1.000	0.69350	1.000	0.69350	1.000	0.62750	1.000	0.62750	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.66500	1.000	0.66500	1.000	0.62750	1.000	0.62750	1.000	0.69750	1.000	0.69750	1.000	0.72000	1.000	0.72000	1.000	0.000	0.000	0.000	0.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.67150	1.000	0.66900	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.00000	0.000	0.00000	0.000	0.000	0.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.000	0.000	0.000	0.000	"URn : rhotacized schwa"
"DS" 	"_" 	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.00000	0.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.58750	1.000	0.58750	1.000	0.76850	1.000	0.76850	1.000	0.90500	1.000	0.90500	1.000	0.06000	1.000	0.06000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.34250	1.000	0.34250	1.000	0.18500	1.000	0.18500	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.000	0.000	0.000	0.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.49900	1.000	0.67650	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.33750	1.000	0.33750	1.000	0.50000	1.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.000	0.000	0.000	0.000	"DS"
"MB" 	"_" 	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.00000	0.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.00000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.46900	1.000	0.46900	1.000	0.52600	1.000	0.52600	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.00000	1.000	0.50000	1.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.000	0.000	0.000	0.000	"MB"
"AIY" 	"_" 	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.00000	0.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.50000	1.000	0.50000	1.000	0.76137	1.000	0.76137	1.000	0.82175	1.000	0.82175	1.000	0.26777	1.000	0.26777	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.000	0.000	0.000	0.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.81464	1.000	0.50000	1.000	0.50000	1.000	0.50000	0.000	0.50000	0.000	0.44036	1.000	0.44036	1.000	0.50000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.50000	1.000	0.50000	0.000	0.50000	0.000	0.000	0.000	0.000	0.000	"AIY"
"RR" 	"_" 	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.00000	0.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.52978	1.000	0.52978	1.000	0.58468	1.000	0.58468	1.000	0.51165	1.000	0.51165	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.71365	1.000	0.71365	1.000	0.65927	1.000	0.65927	1.000	0.41954	1.000	0.41954	1.000	0.48169	1.000	0.48169	1.000	0.000	0.000	0.000	0.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.53444	1.000	0.58753	1.000	0.50000	1.000	0.50000	0.000	0.50000	0.000	0.00000	1.000	0.00000	1.000	0.50000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.50000	1.000	0.50000	0.000	0.50000	0.000	0.000	0.000	0.000	0.000	"RR"
"OO" 	"_" 	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.09487	1.000	0.09487	1.000	0.50000	1.000	0.50000	1.000	0.61538	1.000	0.61538	1.000	0.44103	1.000	0.44103	1.000	0.43077	1.000	0.43077	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.46410	1.000	0.46410	1.000	0.75385	1.000	0.75385	1.000	0.90256	1.000	0.90256	1.000	0.37179	1.000	0.37179	1.000	0.23590	1.000	0.23590	1.000	0.000	0.000	0.000	0.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.91538	1.000	0.60513	1.000	0.50000	1.000	0.50000	0.000	0.50000	0.000	0.00000	1.000	0.00000	1.000	0.50000	1.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.000	0.000	0.000	0.000	"OO"
